"jrnID","desc","jrnTp","offsetAccID","nr","periodNumber","trDt","sourceID","accID","docRef","effDate","custSupID","invRef","bankAccNr","amount","vatID","vatDesc","vatPerc","vat_amount","vatToClaimAccID","vatToPayAccID","cs_custSupID","cs_custSupName","cs_taxRegistrationCountry","cs_custSupTp","cs_country","cs_website","cs_city","cs_bankAccNr","cs_bankIdCd","cs_telephone","cs_commerceNr","cs_streetname","cs_postalCode","cs_fax","cs_eMail","cs_taxRegIdent","cs_contact","accDesc","accTp","leadCode","leadDescription","leadReference","accountType","jrn_jrnID","jrn_desc","jrn_offsetAccID","jrn_bankAccNr","jrn_journaltype","file","fiscalYear","startDate","endDate","curCode","dateCreated","softwareDesc","companyIdent","companyName","taxRegistrationCountry","taxRegIdent","linesCount","totalDebit","totalCredit","effMonth","grootboek","dagboek"
"20","testboeking","B","1100","1:2",10,"2016-10-30","Manual entry","1290",NA,"2016-10-30","35",NA,"1111111111",-11162,"2","BTW hoog tarief, exclusief","21.000",-252,"1520","1500","35","CJIB","NL","S","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@rakerssport.nl","info@rakerssport.nl","Karin Ballegooier","Kruisposten liquide middelen","B","16","Liquide middelen","BLimKruSto","Balans","20","Bankboek","1100","1111111111","Bankboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,10,"1290 - Kruisposten liquide middelen","20 - Bankboek"
"20","testboeking","B","1100","1:1",11,"2016-12-05","Manual entry","1100",NA,"2016-12-05","35",NA,"1111111111",-2300,"2","BTW hoog tarief, exclusief","21.000",-252,"1520","1500","35","CJIB","NL","S","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@rakerssport.nl","info@rakerssport.nl","Karin Ballegooier","Bank","B","16","Liquide middelen","BLimBanRba","Balans","20","Bankboek","1100","1111111111","Bankboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,12,"1100 - Bank","20 - Bankboek"
"20","testboeking","B","1100","1:2",11,"2016-12-05","Manual entry","2100",NA,"2016-12-05","35",NA,"1111111111",2300,"2","BTW hoog tarief, exclusief","21.000",-252,"1520","1500","35","CJIB","NL","S","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@rakerssport.nl","info@rakerssport.nl","Karin Ballegooier","Netto lonen","B","16","Liquide middelen","BSchSalNet","Balans","20","Bankboek","1100","1111111111","Bankboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,12,"2100 - Netto lonen","20 - Bankboek"
"60","PC privé project","P","1600","0:1",2,"2016-02-29","Manual entry","1600",NA,"2016-02-29","32","16600001","1111111111",-4000,"2","BTW hoog tarief, exclusief","21.000",-252,"1520","1500","32","IT Alignment Associates","NL","B","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@rakerssport.nl","info@rakerssport.nl","Karin Ballegooier","Crediteuren","B","22","Schulden","BSchCreHac","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,2,"1600 - Crediteuren","60 - Inkoopboek"
"60","PC privé project","P","1600","1:1",2,"2016-02-29","Manual entry","4901",NA,"2016-02-29","32","16600001","1111111111",3305.79,"4","BTW hoog tarief, inclusief","21.000",694.21,"1520","1500","32","IT Alignment Associates","NL","B","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@rakerssport.nl","info@rakerssport.nl","Karin Ballegooier","Diverse personeelsbeloningen","P","41","Personeelskosten","WPerOvpOvp","Winst & Verlies","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,2,"4901 - Diverse personeelsbeloningen","60 - Inkoopboek"
"60","PC privé project","P","1600","9999:1",2,"2016-02-29","Manual entry","1520",NA,"2016-02-29","32","16600001","1111111111",694.21,"4","BTW hoog tarief, inclusief","21.000",694.21,"1520","1500","32","IT Alignment Associates","NL","B","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@rakerssport.nl","info@rakerssport.nl","Karin Ballegooier","Te vorderen BTW","B","22","Schulden","BVorBtwTtv","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,2,"1520 - Te vorderen BTW","60 - Inkoopboek"
"60","Boekstuknummer: 16600002","P","1600","0:1",2,"2016-02-28","Manual entry","1600","16600002","2016-02-28","19","16600002","1111111111",-12100,"4","BTW hoog tarief, inclusief","21.000",694.21,"1520","1500","19","High Jumper","CN","S","CN","www.highjumpers.com","Beijing","0123456789",NA,"073  2345678","55419755","21 Jumpstreet","5222","5222","info@highjumpers.com","info@highjumpers.com","John Jump","Crediteuren","B","22","Schulden","BSchCreHac","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,2,"1600 - Crediteuren","60 - Inkoopboek"
"60","test BTL BTW afwijkend","P","1600","1:1",2,"2016-02-28","Manual entry","7310","16600002","2016-02-28","19","16600002","1111111111",10000,"4","BTW hoog tarief, inclusief","21.000",2100,"1520","1500","19","High Jumper","CN","S","CN","www.highjumpers.com","Beijing","0123456789",NA,"073  2345678","55419755","21 Jumpstreet","5222","5222","info@highjumpers.com","info@highjumpers.com","John Jump","Kostprijs verkopen indoor sports","P","40","Kostprijs verkopen","WKprInhInh","Winst & Verlies","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,2,"7310 - Kostprijs verkopen indoor sports","60 - Inkoopboek"
"60","Boekstuknummer: 16600002","P","1600","9999:1",2,"2016-02-28","Manual entry","1520","16600002","2016-02-28","19","16600002","1111111111",2100,"4","BTW hoog tarief, inclusief","21.000",2100,"1520","1500","19","High Jumper","CN","S","CN","www.highjumpers.com","Beijing","0123456789",NA,"073  2345678","55419755","21 Jumpstreet","5222","5222","info@highjumpers.com","info@highjumpers.com","John Jump","Te vorderen BTW","B","22","Schulden","BVorBtwTtv","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,2,"1520 - Te vorderen BTW","60 - Inkoopboek"
"60","Boekstuknummer: 16600003","P","1600","0:1",4,"2016-04-25","Manual entry","1600","16600003","2016-04-25","12","16600003","1111111111",-4000,"4","BTW hoog tarief, inclusief","21.000",2100,"1520","1500","12","Warmtebedrijf Eneco Delft B.V.","NL","S","NL","www.warmteindelft.nl","ROTTERDAM","0123456789",NA,"088  8953736","244773190000","G.H. Betzweg 1","3068AZ","3068AZ","info@highjumpers.com","info@highjumpers.com","John Jump","Crediteuren","B","22","Schulden","BSchCreHac","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,4,"1600 - Crediteuren","60 - Inkoopboek"
"60","Bedrijfsfeest","P","1600","1:1",4,"2016-04-25","Manual entry","4900","16600003","2016-04-25","12","16600003","1111111111",2305.78,"2","BTW hoog tarief, exclusief","21.000",484.22,"1520","1500","12","Warmtebedrijf Eneco Delft B.V.","NL","S","NL","www.warmteindelft.nl","ROTTERDAM","0123456789",NA,"088  8953736","244773190000","G.H. Betzweg 1","3068AZ","3068AZ","info@highjumpers.com","info@highjumpers.com","John Jump","Werkkostenregeling","P","41","Personeelskosten","WPerWkfOwr","Winst & Verlies","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,4,"4900 - Werkkostenregeling","60 - Inkoopboek"
"60","Aquariumvergoeding","P","1600","2:1",4,"2016-04-25","Manual entry","4901","16600003","2016-04-25","12","16600003","1111111111",1000,"2","BTW hoog tarief, exclusief","21.000",210,"1520","1500","12","Warmtebedrijf Eneco Delft B.V.","NL","S","NL","www.warmteindelft.nl","ROTTERDAM","0123456789",NA,"088  8953736","244773190000","G.H. Betzweg 1","3068AZ","3068AZ","info@highjumpers.com","info@highjumpers.com","John Jump","Diverse personeelsbeloningen","P","41","Personeelskosten","WPerOvpOvp","Winst & Verlies","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,4,"4901 - Diverse personeelsbeloningen","60 - Inkoopboek"
"60","Boekstuknummer: 16600003","P","1600","9999:1",4,"2016-04-25","Manual entry","1520","16600003","2016-04-25","12","16600003","1111111111",694.22,"2","BTW hoog tarief, exclusief","21.000",210,"1520","1500","12","Warmtebedrijf Eneco Delft B.V.","NL","S","NL","www.warmteindelft.nl","ROTTERDAM","0123456789",NA,"088  8953736","244773190000","G.H. Betzweg 1","3068AZ","3068AZ","info@highjumpers.com","info@highjumpers.com","John Jump","Te vorderen BTW","B","22","Schulden","BVorBtwTtv","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,4,"1520 - Te vorderen BTW","60 - Inkoopboek"
"60","Factuur: 16600004","P","1600","0:1",1,"2016-01-12","Manual entry","1600","16600004","2016-01-12","33","16600004","1111111111",-6000,"2","BTW hoog tarief, exclusief","21.000",210,"1520","1500","33","Koroma","NL","B","NL","www.warmteindelft.nl","ROTTERDAM","0123456789",NA,"088  8953736","244773190000","G.H. Betzweg 1","3068AZ","3068AZ","info@highjumpers.com","info@highjumpers.com","John Jump","Crediteuren","B","22","Schulden","BSchCreHac","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,1,"1600 - Crediteuren","60 - Inkoopboek"
"60","Verhuiskosten","P","1600","1:1",1,"2016-01-12","Manual entry","4901","16600004","2016-01-12","33","16600004","1111111111",4958.68,"2","BTW hoog tarief, exclusief","21.000",1041.32,"1520","1500","33","Koroma","NL","B","NL","www.warmteindelft.nl","ROTTERDAM","0123456789",NA,"088  8953736","244773190000","G.H. Betzweg 1","3068AZ","3068AZ","info@highjumpers.com","info@highjumpers.com","John Jump","Diverse personeelsbeloningen","P","41","Personeelskosten","WPerOvpOvp","Winst & Verlies","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,1,"4901 - Diverse personeelsbeloningen","60 - Inkoopboek"
"60","Factuur: 16600004","P","1600","9999:1",1,"2016-01-12","Manual entry","1520","16600004","2016-01-12","33","16600004","1111111111",1041.32,"2","BTW hoog tarief, exclusief","21.000",1041.32,"1520","1500","33","Koroma","NL","B","NL","www.warmteindelft.nl","ROTTERDAM","0123456789",NA,"088  8953736","244773190000","G.H. Betzweg 1","3068AZ","3068AZ","info@highjumpers.com","info@highjumpers.com","John Jump","Te vorderen BTW","B","22","Schulden","BVorBtwTtv","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,1,"1520 - Te vorderen BTW","60 - Inkoopboek"
"60","Buitenlandse factuur met BTW","P","1600","0:1",5,"2016-05-05","Manual entry","1600","16600004","2016-05-05","30","16600005","1111111111",-12000,"2","BTW hoog tarief, exclusief","21.000",1041.32,"1520","1500","30","Pantheon","IT","B","IT","www.warmteindelft.nl","ROTTERDAM","0123456789",NA,"088  8953736","244773190000","G.H. Betzweg 1","3068AZ","3068AZ","info@highjumpers.com","info@highjumpers.com","John Jump","Crediteuren","B","22","Schulden","BSchCreHac","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,5,"1600 - Crediteuren","60 - Inkoopboek"
"60","Buitenlandse factuur met BTW","P","1600","1:1",5,"2016-05-05","Manual entry","7310","16600004","2016-05-05","30","16600005","1111111111",9917.36,"2","BTW hoog tarief, exclusief","21.000",2082.64,"1520","1500","30","Pantheon","IT","B","IT","www.warmteindelft.nl","ROTTERDAM","0123456789",NA,"088  8953736","244773190000","G.H. Betzweg 1","3068AZ","3068AZ","info@highjumpers.com","info@highjumpers.com","John Jump","Kostprijs verkopen indoor sports","P","40","Kostprijs verkopen","WKprInhInh","Winst & Verlies","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,5,"7310 - Kostprijs verkopen indoor sports","60 - Inkoopboek"
"60","Buitenlandse factuur met BTW","P","1600","9999:1",5,"2016-05-05","Manual entry","1520","16600004","2016-05-05","30","16600005","1111111111",2082.64,"2","BTW hoog tarief, exclusief","21.000",2082.64,"1520","1500","30","Pantheon","IT","B","IT","www.warmteindelft.nl","ROTTERDAM","0123456789",NA,"088  8953736","244773190000","G.H. Betzweg 1","3068AZ","3068AZ","info@highjumpers.com","info@highjumpers.com","John Jump","Te vorderen BTW","B","22","Schulden","BVorBtwTtv","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,5,"1520 - Te vorderen BTW","60 - Inkoopboek"
"60","Boekstuknummer: 16600006","P","1600","0:1",8,"2016-08-14","Manual entry","1600","16600006","2016-08-14","20","16600006","1111111111",-12000,"2","BTW hoog tarief, exclusief","21.000",2082.64,"1520","1500","20","Supersnacks","NL","B","NL","www.supersnacks.nl","Amstelveen","0123456789",NA,"088  8953736","32046575","Droplaan 123","1189","1189","info@supersnacks.nl","info@supersnacks.nl","KJ ten Brakel","Crediteuren","B","22","Schulden","BSchCreHac","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,8,"1600 - Crediteuren","60 - Inkoopboek"
"60","Vakantietrip","P","1600","1:1",8,"2016-08-14","Manual entry","4901","16600006","2016-08-14","20","16600006","1111111111",9917.36,"4","BTW hoog tarief, inclusief","21.000",2082.64,"1520","1500","20","Supersnacks","NL","B","NL","www.supersnacks.nl","Amstelveen","0123456789",NA,"088  8953736","32046575","Droplaan 123","1189","1189","info@supersnacks.nl","info@supersnacks.nl","KJ ten Brakel","Diverse personeelsbeloningen","P","41","Personeelskosten","WPerOvpOvp","Winst & Verlies","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,8,"4901 - Diverse personeelsbeloningen","60 - Inkoopboek"
"60","Boekstuknummer: 16600006","P","1600","9999:1",8,"2016-08-14","Manual entry","1520","16600006","2016-08-14","20","16600006","1111111111",2082.64,"4","BTW hoog tarief, inclusief","21.000",2082.64,"1520","1500","20","Supersnacks","NL","B","NL","www.supersnacks.nl","Amstelveen","0123456789",NA,"088  8953736","32046575","Droplaan 123","1189","1189","info@supersnacks.nl","info@supersnacks.nl","KJ ten Brakel","Te vorderen BTW","B","22","Schulden","BVorBtwTtv","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,8,"1520 - Te vorderen BTW","60 - Inkoopboek"
"60","IPAD","P","1600","0:1",8,"2016-08-20","Manual entry","1600","16600006","2016-08-20","32","16600007","1111111111",-1000,"4","BTW hoog tarief, inclusief","21.000",2082.64,"1520","1500","32","IT Alignment Associates","NL","B","NL","www.supersnacks.nl","Amstelveen","0123456789",NA,"088  8953736","32046575","Droplaan 123","1189","1189","info@supersnacks.nl","info@supersnacks.nl","KJ ten Brakel","Crediteuren","B","22","Schulden","BSchCreHac","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,8,"1600 - Crediteuren","60 - Inkoopboek"
"60","IPAD","P","1600","1:1",8,"2016-08-20","Manual entry","4000","16600006","2016-08-20","32","16600007","1111111111",826.45,"2","BTW hoog tarief, exclusief","21.000",173.55,"1520","1500","32","IT Alignment Associates","NL","B","NL","www.supersnacks.nl","Amstelveen","0123456789",NA,"088  8953736","32046575","Droplaan 123","1189","1189","info@supersnacks.nl","info@supersnacks.nl","KJ ten Brakel","Bruto lonen","P","22","Schulden","WPerLesLon","Winst & Verlies","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,8,"4000 - Bruto lonen","60 - Inkoopboek"
"60","IPAD","P","1600","9999:1",8,"2016-08-20","Manual entry","1520","16600006","2016-08-20","32","16600007","1111111111",173.55,"2","BTW hoog tarief, exclusief","21.000",173.55,"1520","1500","32","IT Alignment Associates","NL","B","NL","www.supersnacks.nl","Amstelveen","0123456789",NA,"088  8953736","32046575","Droplaan 123","1189","1189","info@supersnacks.nl","info@supersnacks.nl","KJ ten Brakel","Te vorderen BTW","B","22","Schulden","BVorBtwTtv","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,8,"1520 - Te vorderen BTW","60 - Inkoopboek"
"60","aankoop pyrolyse machihne","P","1600","0:1",10,"2016-10-18","Manual entry","1600","16600006","2016-10-18","32","16600008","1111111111",-10000,"2","BTW hoog tarief, exclusief","21.000",173.55,"1520","1500","32","IT Alignment Associates","NL","B","NL","www.supersnacks.nl","Amstelveen","0123456789",NA,"088  8953736","32046575","Droplaan 123","1189","1189","info@supersnacks.nl","info@supersnacks.nl","KJ ten Brakel","Crediteuren","B","22","Schulden","BSchCreHac","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,10,"1600 - Crediteuren","60 - Inkoopboek"
"60","aankoop pyrolyse machihne","P","1600","1:1",10,"2016-10-18","Manual entry","0110","16600006","2016-10-18","32","16600008","1111111111",8264.46,"2","BTW hoog tarief, exclusief","21.000",1735.54,"1520","1500","32","IT Alignment Associates","NL","B","NL","www.supersnacks.nl","Amstelveen","0123456789",NA,"088  8953736","32046575","Droplaan 123","1189","1189","info@supersnacks.nl","info@supersnacks.nl","KJ ten Brakel","Personeelsactiviteiten ""buitenshuis""","B","10","Immateriële vaste activa","BMvaObeVvp","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,10,"0110 - Personeelsactiviteiten ""buitenshuis""","60 - Inkoopboek"
"60","aankoop pyrolyse machihne","P","1600","9999:1",10,"2016-10-18","Manual entry","1520","16600006","2016-10-18","32","16600008","1111111111",1735.54,"2","BTW hoog tarief, exclusief","21.000",1735.54,"1520","1500","32","IT Alignment Associates","NL","B","NL","www.supersnacks.nl","Amstelveen","0123456789",NA,"088  8953736","32046575","Droplaan 123","1189","1189","info@supersnacks.nl","info@supersnacks.nl","KJ ten Brakel","Te vorderen BTW","B","22","Schulden","BVorBtwTtv","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,10,"1520 - Te vorderen BTW","60 - Inkoopboek"
"60","LED armaturen","P","1600","0:1",10,"2016-10-18","Manual entry","1600","16600006","2016-10-18","33","16600009","1111111111",-1800,"2","BTW hoog tarief, exclusief","21.000",1735.54,"1520","1500","33","Koroma","NL","B","NL","www.supersnacks.nl","Amstelveen","0123456789",NA,"088  8953736","32046575","Droplaan 123","1189","1189","info@supersnacks.nl","info@supersnacks.nl","KJ ten Brakel","Crediteuren","B","22","Schulden","BSchCreHac","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,10,"1600 - Crediteuren","60 - Inkoopboek"
"60","LED armaturen","P","1600","1:1",10,"2016-10-18","Manual entry","0300","16600006","2016-10-18","33","16600009","1111111111",1487.6,"2","BTW hoog tarief, exclusief","21.000",312.4,"1520","1500","33","Koroma","NL","B","NL","www.supersnacks.nl","Amstelveen","0123456789",NA,"088  8953736","32046575","Droplaan 123","1189","1189","info@supersnacks.nl","info@supersnacks.nl","KJ ten Brakel","Gebouwen","B","11","Materiële vaste activa","BMvaBegVvp","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,10,"0300 - Gebouwen","60 - Inkoopboek"
"60","LED armaturen","P","1600","9999:1",10,"2016-10-18","Manual entry","1520","16600006","2016-10-18","33","16600009","1111111111",312.4,"2","BTW hoog tarief, exclusief","21.000",312.4,"1520","1500","33","Koroma","NL","B","NL","www.supersnacks.nl","Amstelveen","0123456789",NA,"088  8953736","32046575","Droplaan 123","1189","1189","info@supersnacks.nl","info@supersnacks.nl","KJ ten Brakel","Te vorderen BTW","B","22","Schulden","BVorBtwTtv","Balans","60","Inkoopboek","1600","1111111111","Inkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,10,"1520 - Te vorderen BTW","60 - Inkoopboek"
"70","foutieve BTW","S","1300","0:1",1,"2016-01-28","Manual entry","1300","16600006","2016-01-28","1","16700001","1111111111",8000,"2","BTW hoog tarief, exclusief","21.000",312.4,"1520","1500","1","ABC Producten & Diensten B.V.","NL","B","NL","www.supersnacks.nl","Amstelveen","0123456789",NA,"088  8953736","32046575","Droplaan 123","1189","1189","info@supersnacks.nl","info@supersnacks.nl","KJ ten Brakel","Debiteuren","B","14","Kortlopende vorderingen","BVorDebHad","Balans","70","Verkoopboek","1300","1111111111","Verkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,1,"1300 - Debiteuren","70 - Verkoopboek"
"70","foutieve BTW","S","1300","1:1",1,"2016-01-28","Manual entry","8000","16600006","2016-01-28","1","16700001","1111111111",-7547.17,"3","BTW laag tarief, inclusief","6.000",-452.83,"1520","1510","1","ABC Producten & Diensten B.V.","NL","B","NL","www.supersnacks.nl","Amstelveen","0123456789",NA,"088  8953736","32046575","Droplaan 123","1189","1189","info@supersnacks.nl","info@supersnacks.nl","KJ ten Brakel","Omzet binnenland hoog tarief","P","30","Omzet","WOmzNohOle","Winst & Verlies","70","Verkoopboek","1300","1111111111","Verkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,1,"8000 - Omzet binnenland hoog tarief","70 - Verkoopboek"
"70","foutieve BTW","S","1300","9999:1",1,"2016-01-28","Manual entry","1510","16600006","2016-01-28","1","16700001","1111111111",-452.83,"3","BTW laag tarief, inclusief","6.000",-452.83,"1520","1510","1","ABC Producten & Diensten B.V.","NL","B","NL","www.supersnacks.nl","Amstelveen","0123456789",NA,"088  8953736","32046575","Droplaan 123","1189","1189","info@supersnacks.nl","info@supersnacks.nl","KJ ten Brakel","Af te dragen BTW laag","B","22","Schulden","BVorBtwTtv","Balans","70","Verkoopboek","1300","1111111111","Verkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,1,"1510 - Af te dragen BTW laag","70 - Verkoopboek"
"70","Verkooporder eerste kwartaal","S","1300","0:1",2,"2016-02-17","Sales invoice","1300","16600006","2016-02-17","22","16700002","1111111111",43922.37,"3","BTW laag tarief, inclusief","6.000",-452.83,"1520","1510","22","Fittsport BV","NL","C","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@supersnacks.nl","info@supersnacks.nl","Karin Ballegooier","Debiteuren","B","14","Kortlopende vorderingen","BVorDebHad","Balans","70","Verkoopboek","1300","1111111111","Verkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,2,"1300 - Debiteuren","70 - Verkoopboek"
"70","Trampoline","S","1300","1:1",2,"2016-02-17","Sales invoice","8320","16600006","2016-02-17","22","16700002","1111111111",-3196,"2","BTW hoog tarief, exclusief","19.000",-607.24,"1520","1500","22","Fittsport BV","NL","C","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@supersnacks.nl","info@supersnacks.nl","Karin Ballegooier","Omzet outdoor sports","P","30","Omzet","WOmzNopOlh","Winst & Verlies","70","Verkoopboek","1300","1111111111","Verkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,2,"8320 - Omzet outdoor sports","70 - Verkoopboek"
"70","Energy reep","S","1300","2:1",2,"2016-02-17","Sales invoice","8330","16600006","2016-02-17","22","16700002","1111111111",-500,"2","BTW hoog tarief, exclusief","19.000",-95,"1520","1500","22","Fittsport BV","NL","C","NL","www.fittsport.nl","'s-Hertogenbosch","0123456789",NA,"073  2345678","55419755","Leyenseweg 235","5222","5222","info@supersnacks.nl","info@supersnacks.nl","Karin Ballegooier","Omzet sports supplementen","P","30","Omzet","WOmzNopOlh","Winst & Verlies","70","Verkoopboek","1300","1111111111","Verkoopboek","example.xaf","2016","2016-01-01","2016-12-31","EUR","2017-04-20","Exact Online","1","Toro Rosso BV","NL",NA,167,999954.06,999954.06,2,"8330 - Omzet sports supplementen","70 - Verkoopboek"
